parcel,HouseNum,Ext,Rear,Unit,Dir,Street,Des,address,I Desig Date1,I Desig Date2,D Desig Date,District,Int Desig Date,latitude,longitude
'344163100','6450','','','0000000','','Sherwood','Rd','6450 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9841261083704,-75.2556006857857
'344163200','6456','','','0000000','','Sherwood','Rd','6456 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9840109527826,-75.255861952968
'344163300','6460','','','0000000','','Sherwood','Rd','6460 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9838981530727,-75.2561052829211
'344163400','6482','','','0000000','','Sherwood','Rd','6482 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9837594626121,-75.2564209617705
'344163500','6492','','','0000000','','Sherwood','Rd','6492 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9836366155203,-75.2567074980895
'344169100','6401','','','0000000','','Sherwood','Rd','6401 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9853304630664,-75.2544068990166
'344169200','6415','','','0000000','','Sherwood','Rd','6415 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.985217744002,-75.2546538032963
'344169300','6419','','','0000000','','Sherwood','Rd','6419 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.985120790627,-75.2548679972709
'344169400','6427','','','0000000','','Sherwood','Rd','6427 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9850160700261,-75.2551038960918
'344169500','6429','','','0000000','','Sherwood','Rd','6429 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9848798162203,-75.2554052127208
'344169600','6433','','','0000000','','Sherwood','Rd','6433 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.984848438525,-75.2554777655268
'344169800','6437','','','0000000','','Sherwood','Rd','6437 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9846910842406,-75.2558191256044
'344169900','6441','','','0000000','','Sherwood','Rd','6441 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9845861291445,-75.2560443200092
'344170000','6451','','','0000000','','Sherwood','Rd','6451 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9843714270575,-75.2565270125004
'344170100','6463','','','0000000','','Sherwood','Rd','6463 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9842957249889,-75.2567082909992
'344170300','6491','','','0000000','','Sherwood','Rd','6491 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9841410335902,-75.2570459775952
'342136300','2018','','','0000000','','Upland','Way','2018 Upland Way','','','12/9/2011 0:00:00','OF','',39.9872569903158,-75.2470315870957
'342136500','2030','','','0000000','','Upland','Way','2030 Upland Way','','','12/9/2011 0:00:00','OF','',39.9872569903158,-75.2470315870957
'342136600','2034','','','0000000','','Upland','Way','2034 Upland Way','','','12/9/2011 0:00:00','OF','',39.9872569903158,-75.2470315870957
'881125555','2048','','','0000000','','Upland','Way','2048 Upland Way','','','12/9/2011 0:00:00','OF','',39.9872569903158,-75.2470315870957
'522011500','2001','','','0000000','','Upland','Way','2001 Upland Way','','','12/9/2011 0:00:00','OF','',39.9868811103813,-75.245285365838
'522011700','2013','','','0000000','','Upland','Way','2013 Upland Way','','','12/9/2011 0:00:00','OF','',39.9871468715867,-75.2453826685577
'522011900','2025','','','0000000','','Upland','Way','2025 Upland Way','','','12/9/2011 0:00:00','OF','',39.9863770068111,-75.247606674806
'522012000','2027','','','0000000','','Upland','Way','2027 Upland Way','','','12/9/2011 0:00:00','OF','',39.9863770068111,-75.247606674806
'522012100','2037','','','0000000','','Upland','Way','2037 Upland Way','','','12/9/2011 0:00:00','OF','',39.9876676314323,-75.2457133397343
'522012300','2049','','','0000000','','Upland','Way','2049 Upland Way','','','12/9/2011 0:00:00','OF','',39.9879733651435,-75.2458805750624
'522173600','5800','','','0000000','','Woodbine','Ave','5800 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9889682950711,-75.2397566215904
'522173900','5806','','','0000000','','Woodbine','Ave','5806 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9888214955583,-75.2400762289813
'522174000','5808','','','0000000','','Woodbine','Ave','5808 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9887376654396,-75.2402614092648
'522174100','5816','','','0000000','','Woodbine','Ave','5816 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9886285149042,-75.2404189629246
'522174200','5826','','','0000000','','Woodbine','Ave','5826 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9885395081743,-75.240618614418
'522174300','5836','','','0000000','','Woodbine','Ave','5836 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9884216426863,-75.2408800253523
'522174400','5846','','','0000000','','Woodbine','Ave','5846 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9883089527265,-75.2411269633105
'522174500','5850','','','0000000','','Woodbine','Ave','5850 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9882118686596,-75.2413340516838
'522174600','5860','','','0000000','','Woodbine','Ave','5860 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9881757762691,-75.241567448226
'522174800','5864','','','0000000','','Woodbine','Ave','5864 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9880309517353,-75.2417263160144
'522174900','5898','','','0000000','','Woodbine','Ave','5898 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9879294698687,-75.2419835477312
'522181225','5801','','','0000000','','Woodbine','Ave','5801 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9894031989658,-75.2403046484881
'522181230','5809','','','0000000','','Woodbine','Ave','5809 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9893190564928,-75.2404755605424
'522181235','5813','','','0000000','','Woodbine','Ave','5813 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9893190564928,-75.2404755605424
'522181300','5821','','','0000000','','Woodbine','Ave','5821 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.989145814072,-75.2409675172731
'522181400','5829','','','0000000','','Woodbine','Ave','5829 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9890471558981,-75.2412282203449
'522181500','5839','','','0000000','','Woodbine','Ave','5839 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9889314872778,-75.241464559267
'522181600','5843','','','0000000','','Woodbine','Ave','5843 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.98876846827,-75.2416705141419
'773566000','3600','90','','0000000','','Walnut','St','3600-90 Walnut St','2/27/1975 0:00:00','','','','',39.952674180031,-75.1958434580895
'881079260','4','','','0000000','','Leverington','Ave','4 Leverington Ave','','','12/14/1983 0:00:00','MAN','',40.0292935659695,-75.2307095836865
'774125000','6388','','','0000000','','City','Ave','6388 City Ave','','','12/9/2011 0:00:00','OF','',39.9874514183054,-75.2550786915465
'344186705','6414','','','0000000','','City','Ave','6414 City Ave','','','12/9/2011 0:00:00','OF','',39.9863296387043,-75.2567871343954
'344186900','6420','','','0000000','','City','Ave','6420 City Ave','','','12/9/2011 0:00:00','OF','',39.9860001362059,-75.2570419957959
'344187110','6424','30','','0000000','','City','Ave','6424-30 City Ave','','','12/9/2011 0:00:00','OF','',39.9856927526547,-75.2575566569111
'522191505','5814','','','0000000','','Drexel','Rd','5814 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9898485938117,-75.2409558331781
'522191600','5818','','','0000000','','Drexel','Rd','5818 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9896253484,-75.2412961174535
'522191700','5822','','','0000000','','Drexel','Rd','5822 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9895387723006,-75.2414813997835
'522191800','5826','','','0000000','','Drexel','Rd','5826 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.989452195902,-75.2416666816412
'522201810','5956','','','0000000','','Overbrook','Ave','5956 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.989150218094,-75.245947857839
'522202905','5967','','','0000000','','Overbrook','Ave','5967 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9898891174025,-75.2460812752945
'342142200','6038','','','0000000','','Overbrook','Ave','6038 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9899754073695,-75.2476454521762
'344160700','6302','','','0000000','','Sherwood','Rd','6302 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9870158274283,-75.2488184030055
'344162300','6386','','','0000000','','Sherwood','Rd','6386 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9851502361368,-75.2533175220809
'344258705','1830','','','0000000','N','64th','St','1830 N 64th St','','','12/9/2011 0:00:00','OF','',39.9871360601494,-75.2558578556355
'774331000','6300','','','0000000','','Woodbine','Ave','6300 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9854036570616,-75.2476782396467
'774332000','6301','','','0000000','','Woodbine','Ave','6301 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9858856606023,-75.2481210198674
'344126900','6366','','','0000000','','Woodbine','Ave','6366 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9840728334347,-75.2505011475896
'522191805','5830','','','0000000','','Drexel','Rd','5830 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9893655412497,-75.2418483956393
'522191900','5850','','','0000000','','Drexel','Rd','5850 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.989200962573,-75.2419830033313
'774132000','5854','','','0000000','','Drexel','Rd','5854 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.989205405557,-75.2421863439367
'522192100','5870','','','0000000','','Drexel','Rd','5870 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9890842306285,-75.2425478438049
'522257750','2333','41','','0000000','N','59th','St','2333-41 N 59th St','','','12/9/2011 0:00:00','OF','',39.9888540285198,-75.2426955827941
'522196400','5811','','','0000000','','Drexel','Rd','5811 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9903929558666,-75.2413605888634
'522196500','5819','','','0000000','','Drexel','Rd','5819 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9902514060472,-75.2416692944829
'522196600','5831','','','0000000','','Drexel','Rd','5831 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9901387143967,-75.2419162377835
'522196700','5841','','','0000000','','Drexel','Rd','5841 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.98996030569,-75.2422977081054
'522196800','5855','','','0000000','','Drexel','Rd','5855 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9897531142311,-75.2427445042161
'774133000','5871','','','0000000','','Drexel','Rd','5871 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9895695263946,-75.2431404423835
'774653000','5900','','','0000000','','Drexel','Rd','5900 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9884411121509,-75.2431535346438
'522192400','5918','','','0000000','','Drexel','Rd','5918 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9884810171267,-75.243723296504
'522192500','5930','','','0000000','','Drexel','Rd','5930 Drexel Rd','12/5/1974 0:00:00','','12/9/2011 0:00:00','OF','',39.988297348023,-75.2441156572777
'522192600','5944','','','0000000','','Drexel','Rd','5944 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9881322627262,-75.2444787686714
'522192700','5950','','','0000000','','Drexel','Rd','5950 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9880223869083,-75.2447291657002
'522192800','5960','','','0000000','','Drexel','Rd','5960 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9879209761706,-75.2449899602134
'522192900','5970','','','0000000','','Drexel','Rd','5970 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9878150888263,-75.2452973313866
'522197000','5901','','','0000000','','Drexel','Rd','5901 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9892963797697,-75.2437110563447
'522197100','5917','','','0000000','','Drexel','Rd','5917 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9891520017205,-75.2440162859617
'522197200','5927','','','0000000','','Drexel','Rd','5927 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9889917038921,-75.2443470933449
'881125550','5939','','','0000000','','Drexel','Rd','5939 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9888314051095,-75.2446778991669
'522197400','5953','','','0000000','','Drexel','Rd','5953 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9887286519059,-75.2450030105155
'522197500','5961','','','0000000','','Drexel','Rd','5961 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9886657346594,-75.245265957795
'522197600','5971','','','0000000','','Drexel','Rd','5971 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9886222584634,-75.2455388982749
'522197700','5979','','','0000000','','Drexel','Rd','5979 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9886739792729,-75.2466509011469
'881125560','6012','','','0000000','','Drexel','Rd','6012 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9880246158752,-75.2469711636356
'342138700','6026','','','0000000','','Drexel','Rd','6026 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9880898852078,-75.2471936801782
'774572000','6030','','','0000000','','Drexel','Rd','6030 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9881688742126,-75.2474156915545
'774572100','6032','40','','0000000','','Drexel','Rd','6032-40 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9881688742126,-75.2474156915545
'342139100','6064','','','0000000','','Drexel','Rd','6064 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9886333918631,-75.2483161204871
'342139300','6068','','','0000000','','Drexel','Rd','6068 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.988807664762,-75.2483739648103
'342139500','6072','','','0000000','','Drexel','Rd','6072 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9889172473485,-75.2484877458931
'774134000','6076','','','0000000','','Drexel','Rd','6076 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9890293406092,-75.2485907241387
'342139900','6080','','','0000000','','Drexel','Rd','6080 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9891441777988,-75.2486936016555
'342140100','6084','','','0000000','','Drexel','Rd','6084 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9892532936361,-75.2487859794814
'881125520','6090','','','0000000','','Drexel','Rd','6090 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9894237884394,-75.2489225104281
'342140500','6092','','','0000000','','Drexel','Rd','6092 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9896052591675,-75.2490586378418
'342140800','6001','','','0000000','','Drexel','Rd','6001 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9886739792729,-75.2466509011469
'342140900','6023','','','0000000','','Drexel','Rd','6023 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9888333027059,-75.247030613262
'342141000','6027','','','0000000','','Drexel','Rd','6027 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9889538196843,-75.247393905981
'342368200','2051','','','0000000','N','63rd','St','2051 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9871057946009,-75.2481581838066
'342368500','2057','','','0000000','N','63rd','St','2057 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9872464169413,-75.2483100898964
'342368700','2061','','','0000000','N','63rd','St','2061 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9873365581943,-75.2484138739343
'342368900','2065','','','0000000','N','63rd','St','2065 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9874462184934,-75.2485312199117
'342369100','2069','','','0000000','N','63rd','St','2069 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9875843295425,-75.2486939305065
'342369300','2073','','','0000000','N','63rd','St','2073 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9877136641349,-75.2488319737827
'522201400','5900','','','0000000','','Overbrook','Ave','5900 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9897240035669,-75.2440523027398
'522201501','5914','','','0000000','','Overbrook','Ave','5914 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9895717040639,-75.2443721068904
'522201600','5926','','','0000000','','Overbrook','Ave','5926 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.989444177699,-75.2446945659247
'522201700','5932','','','0000000','','Overbrook','Ave','5932 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9893474764971,-75.2449194896092
'522201800','5940','','','0000000','','Overbrook','Ave','5940 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9892337465363,-75.2452450078947
'344168300','6345','','','0000000','','Sherwood','Rd','6345 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9861893011684,-75.2524796239184
'344168400','6357','','','0000000','','Sherwood','Rd','6357 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9860951734959,-75.2526972903848
'344162700','6420','','','0000000','','Sherwood','Rd','6420 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9846472003063,-75.2544320059818
'344162800','6426','','','0000000','','Sherwood','Rd','6426 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9845687575192,-75.2546133883739
'344162900','6436','','','0000000','','Sherwood','Rd','6436 Sherwood Rd','','','12/9/2011 0:00:00','OF','',39.9844456047458,-75.2548856627996
'342141100','6041','','','0000000','','Drexel','Rd','6041 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9890858002161,-75.2476532404552
'774573000','6055','63','','0000000','','Drexel','Rd','6055-63 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9897759933143,-75.2483240130207
'774573000','6055','63','','0000000','','Drexel','Rd','6055-63 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9897759933143,-75.2483240130207
'344139850','6300','','','0000000','','Drexel','Rd','6300 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9857353868764,-75.2492903978728
'344139900','6308','','','0000000','','Drexel','Rd','6308 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9856551167731,-75.2496396496268
'344140100','6320','','','0000000','','Drexel','Rd','6320 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9854848367482,-75.2500172042646
'344140200','6326','','','0000000','','Drexel','Rd','6326 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9853905583542,-75.2502277375094
'344140400','6338','','','0000000','','Drexel','Rd','6338 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9852386300475,-75.2505653433166
'344140600','6352','','','0000000','','Drexel','Rd','6352 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9850552482268,-75.2509719355487
'344140800','6368','','','0000000','','Drexel','Rd','6368 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9848142920513,-75.2515091643
'344141000','6380','','','0000000','','Drexel','Rd','6380 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.984657260141,-75.2518648020043
'344141200','6390','','','0000000','','Drexel','Rd','6390 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9844869727929,-75.2522423455186
'344141300','6394','','','0000000','','Drexel','Rd','6394 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9843926126904,-75.2524493054444
'774137000','6398','','','0000000','','Drexel','Rd','6398 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9842093018047,-75.2528594546565
'774136000','6301','','','0000000','','Drexel','Rd','6301 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9860592700043,-75.250038899726
'344145400','6313','','','0000000','','Drexel','Rd','6313 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9859607217209,-75.2504316658483
'344145500','6327','','','0000000','','Drexel','Rd','6327 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9858794635517,-75.2506095901386
'344145600','6333','','','0000000','','Drexel','Rd','6333 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9858193805251,-75.2507510340571
'344145800','6341','','','0000000','','Drexel','Rd','6341 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9857224344336,-75.2509652354986
'344146000','6349','','','0000000','','Drexel','Rd','6349 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9856020343414,-75.2512374202011
'344146100','6355','','','0000000','','Drexel','Rd','6355 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9855130087901,-75.2514370486237
'344146200','6361','','','0000000','','Drexel','Rd','6361 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9854422592523,-75.2515931636034
'344146400','6371','','','0000000','','Drexel','Rd','6371 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9853166025496,-75.2518762494986
'344146500','6379','','','0000000','','Drexel','Rd','6379 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.985225064771,-75.2520866787161
'344146700','6387','','','0000000','','Drexel','Rd','6387 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9850941516818,-75.2523806661467
'344146800','6391','','','0000000','','Drexel','Rd','6391 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9849761817812,-75.252638476244
'774574000','6399','','','0000000','','Drexel','Rd','6399 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9847771821258,-75.2530849053781
'344141600','6400','','','0000000','','Drexel','Rd','6400 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9839788473195,-75.253374863833
'344141700','6420','','','0000000','','Drexel','Rd','6420 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9837719230428,-75.2538358552457
'344141900','6432','','','0000000','','Drexel','Rd','6432 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9835859407418,-75.254249664903
'344142000','6436','','','0000000','','Drexel','Rd','6436 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.983496909947,-75.2544492834537
'344141800','6426','','','0000000','','Drexel','Rd','6426 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9836750487646,-75.2540536129316
'344142100','6446','','','0000000','','Drexel','Rd','6446 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9833686572742,-75.2547395909498
'344142200','6460','','','0000000','','Drexel','Rd','6460 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9832140492052,-75.2550808444998
'344142300','6470','','','0000000','','Drexel','Rd','6470 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9830779505196,-75.2553892873275
'344142410','6482','92','','0000000','','Drexel','Rd','6482-92 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.982959973855,-75.2556470845488
'344147000','6401','','','0000000','','Drexel','Rd','6401 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9844807639398,-75.2537241225903
'344147100','6411','','','0000000','','Drexel','Rd','6411 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9843787121359,-75.2539563529639
'344147200','6419','','','0000000','','Drexel','Rd','6419 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9842870153983,-75.2541596422039
'344147300','6425','','','0000000','','Drexel','Rd','6425 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9841980623276,-75.2543628300629
'344147400','6429','','','0000000','','Drexel','Rd','6429 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9840984430238,-75.2545806891866
'344147600','6445','','','0000000','','Drexel','Rd','6445 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9839386575673,-75.2549364168519
'344147800','6463','','','0000000','','Drexel','Rd','6463 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9836584606496,-75.2555643120903
'344147900','6473','','','0000000','','Drexel','Rd','6473 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9835065941591,-75.2559054644501
'344148000','6491','','','0000000','','Drexel','Rd','6491 Drexel Rd','','','12/9/2011 0:00:00','OF','',39.9833392700627,-75.2562935919494
'881126100','6358','','','0000000','','Lancaster','Ave','6358 Lancaster Ave','','','12/9/2011 0:00:00','OF','',39.9862814892815,-75.2506590562734
'344189300','6378','','','0000000','','Lancaster','Ave','6378 Lancaster Ave','','','12/9/2011 0:00:00','OF','',39.987913193529,-75.2540870691366
'774332000','6301','','','0000000','','Woodbine','Ave','6301 Woodbine Ave','','','12/9/2011 0:00:00','OF','',39.9858856606023,-75.2481210198674
'344189600','6319','','','0000000','','Lancaster','Ave','6319 Lancaster Ave','','','12/9/2011 0:00:00','OF','',39.9859650915626,-75.2484893820592
'344189800','6323','','','0000000','','Lancaster','Ave','6323 Lancaster Ave','','','12/9/2011 0:00:00','OF','',39.9860820279263,-75.2486885697742
'344190000','6327','','','0000000','','Lancaster','Ave','6327 Lancaster Ave','','','12/9/2011 0:00:00','OF','',39.9862132282022,-75.2489122235014
'774221600','6331','','','0000000','','Lancaster','Ave','6331 Lancaster Ave','','','12/9/2011 0:00:00','OF','',39.9863727232674,-75.2491741072492
'344190200','6345','','','0000000','','Lancaster','Ave','6345 Lancaster Ave','','','12/9/2011 0:00:00','OF','',39.9865468704637,-75.2494782940284
'881126110','6351','55','','0000000','','Lancaster','Ave','6351-55 Lancaster Ave','','','12/9/2011 0:00:00','OF','',39.9866809686426,-75.2497089842977
'344190400','6357','','','0000000','','Lancaster','Ave','6357 Lancaster Ave','','','12/9/2011 0:00:00','OF','',39.9867846245195,-75.2500550400085
'344190550','6359','','','0000000','','Lancaster','Ave','6359 Lancaster Ave','','','12/9/2011 0:00:00','OF','',39.9872256423505,-75.2511384099376
'774275000','6324','','','0000000','','Overbrook','Ave','6324 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9872256423505,-75.2511384099376
'774223000','6375','','','0000000','','Lancaster','Ave','6375 Lancaster Ave','','','12/9/2011 0:00:00','OF','',39.9879616309613,-75.2524001641988
'522226220','2330','','','0000000','N','58th','St','2330 N 58th St','','','12/9/2011 0:00:00','OF','',39.9895793974232,-75.2407015784227
'522257500','2325','','','0000000','N','59th','St','2325 N 59th St','','','12/9/2011 0:00:00','OF','',39.9887140222174,-75.2425722235633
'522258100','2345','','','0000000','N','59th','St','2345 N 59th St','','','12/9/2011 0:00:00','OF','',39.9898547140437,-75.2433726945759
'344203600','2030','','','0000000','N','63rd','St','2030 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9861778487844,-75.2481709474669
'344203800','2040','','','0000000','N','63rd','St','2040 N 63rd St','','','12/9/2011 0:00:00','OF','',39.986364008254,-75.2483961462152
'344204000','2044','','','0000000','N','63rd','St','2044 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9864739795632,-75.2485277594562
'344204200','2048','','','0000000','N','63rd','St','2048 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9865840284639,-75.2486629403724
'344204400','2054','','','0000000','N','63rd','St','2054 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9866887446376,-75.2488054583576
'344204600','2058','','','0000000','N','63rd','St','2058 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9867961269224,-75.2489443084667
'344205000','2080','','','0000000','N','63rd','St','2080 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9876301673967,-75.2496633275993
'342367600','2037','','','0000000','N','63rd','St','2037 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9867126886983,-75.2477621015896
'342367800','2041','','','0000000','N','63rd','St','2041 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9868473569243,-75.2478928046019
'342368000','2047','','','0000000','N','63rd','St','2047 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9869793587421,-75.2480271764939
'883382660','2079','85','','0000000','N','63rd','St','2079-85 N 63rd St','','','12/9/2011 0:00:00','OF','',39.987980176241,-75.2490899221472
'884463990','2095','97','','0000000','N','63rd','St','2095-97 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9882830055592,-75.2492501398085
'342369700','2099','','','0000000','N','63rd','St','2099 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9883270954637,-75.2495091410899
'881128200','2120','34','','0000000','N','63rd','St','2120-34 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9888111682813,-75.2505516751616
'881128100','2115','','','0000000','N','63rd','St','2115 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9887414428622,-75.2494938847884
