parcel,HouseNum,Ext,Rear,Unit,Dir,Street,Des,address,I Desig Date1,I Desig Date2,D Desig Date,District,Int Desig Date,latitude,longitude
'888053545','211','','','2L','','Church','St','211 Church St','','','12/12/2003 0:00:00','OC','',39.9507950053347,-75.1445230966889
'888053546','211','','','2M','','Church','St','211 Church St','','','12/12/2003 0:00:00','OC','',39.9507950053347,-75.1445230966889
'888053547','211','','','2N','','Church','St','211 Church St','','','12/12/2003 0:00:00','OC','',39.9507950053347,-75.1445230966889
'888058612','217','','','4','','Church','St','217 Church St','10/30/1974 0:00:00','','12/12/2003 0:00:00','OC','',39.9508592586646,-75.1446919140248
'888058604','217','','','2F','','Church','St','217 Church St','10/30/1974 0:00:00','','12/12/2003 0:00:00','OC','',39.9508592586646,-75.1446919140248
'888058606','217','','','2R','','Church','St','217 Church St','10/30/1974 0:00:00','','12/12/2003 0:00:00','OC','',39.9508592586646,-75.1446919140248
'888058608','217','','','3F','','Church','St','217 Church St','10/30/1974 0:00:00','','12/12/2003 0:00:00','OC','',39.9508592586646,-75.1446919140248
'888058610','217','','','3R','','Church','St','217 Church St','10/30/1974 0:00:00','','12/12/2003 0:00:00','OC','',39.9508592586646,-75.1446919140248
'052143310','218','','','0000000','','Church','St','218 Church St','','','12/12/2003 0:00:00','OC','',39.9504852742855,-75.1446705702425
'888030456','903','05','','9031R','','Clinton','St','903-05 Clinton St','6/24/1958 0:00:00','','','','',39.9452446285197,-75.1567602576463
'888092884','219','29','','1401','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092886','219','29','','1402','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092888','219','29','','1403','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092890','219','29','','1404','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092892','219','29','','1405','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092894','219','29','','1406','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092896','219','29','','1408','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092898','219','29','','1410','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092900','219','29','','1412','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092902','219','29','','1414','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092904','219','29','','1415','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092906','219','29','','1416','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092908','219','29','','1417','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092910','219','29','','1418','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888088834','1514','','','102','','Mount Vernon','St','1514 Mount Vernon St','','','10/11/2000 0:00:00','SG','',39.9645745737173,-75.163271136672
'888088836','1514','','','202','','Mount Vernon','St','1514 Mount Vernon St','','','10/11/2000 0:00:00','SG','',39.9645745737173,-75.163271136672
'884018805','5','','','0000000','N','Chris Columbus','Blv','5 N Chris Columbus Blv','','','12/12/2003 0:00:00','OC','',39.9515460774704,-75.1392665948745
'888060154','7','','','126','N','Chris Columbus','Blv','7 N Chris Columbus Blv','','','12/12/2003 0:00:00','OC','',39.9509731848867,-75.1408836679712
'888050189','12','16','','204','','Letitia','St','12-16 Letitia St','10/7/1976 0:00:00','','12/12/2003 0:00:00','OC','',39.9493682133271,-75.1432504063134
'888060156','7','','','127','N','Chris Columbus','Blv','7 N Chris Columbus Blv','','','12/12/2003 0:00:00','OC','',39.9509731848867,-75.1408836679712
'888060158','7','','','128','N','Chris Columbus','Blv','7 N Chris Columbus Blv','','','12/12/2003 0:00:00','OC','',39.9509731848867,-75.1408836679712
'888060160','7','','','129','N','Chris Columbus','Blv','7 N Chris Columbus Blv','','','12/12/2003 0:00:00','OC','',39.9509731848867,-75.1408836679712
'888060162','7','','','130','N','Chris Columbus','Blv','7 N Chris Columbus Blv','','','12/12/2003 0:00:00','OC','',39.9509731848867,-75.1408836679712
'888060164','7','','','131','N','Chris Columbus','Blv','7 N Chris Columbus Blv','','','12/12/2003 0:00:00','OC','',39.9509731848867,-75.1408836679712
'888060166','7','','','132','N','Chris Columbus','Blv','7 N Chris Columbus Blv','','','12/12/2003 0:00:00','OC','',39.9509731848867,-75.1408836679712
'888060168','7','','','133','N','Chris Columbus','Blv','7 N Chris Columbus Blv','','','12/12/2003 0:00:00','OC','',39.9509731848867,-75.1408836679712
'888092912','219','29','','1419','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092914','219','29','','1420','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092916','219','29','','1421','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092918','219','29','','1422','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092920','219','29','','1423','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888053505','102','22','','207','','Church','St','102-22 Church St','','','12/12/2003 0:00:00','OC','',39.9502912185686,-75.1422943671407
'888053506','102','22','','208','','Church','St','102-22 Church St','','','12/12/2003 0:00:00','OC','',39.9502912185686,-75.1422943671407
'888053507','102','22','','209','','Church','St','102-22 Church St','','','12/12/2003 0:00:00','OC','',39.9502912185686,-75.1422943671407
'888053508','102','22','','301','','Church','St','102-22 Church St','','','12/12/2003 0:00:00','OC','',39.9502912185686,-75.1422943671407
'888053509','102','22','','302','','Church','St','102-22 Church St','','','12/12/2003 0:00:00','OC','',39.9502912185686,-75.1422943671407
'888053510','102','22','','303','','Church','St','102-22 Church St','','','12/12/2003 0:00:00','OC','',39.9502912185686,-75.1422943671407
'888053511','102','22','','304','','Church','St','102-22 Church St','','','12/12/2003 0:00:00','OC','',39.9502912185686,-75.1422943671407
'888059104','103','07','','2','','Church','St','103-07 Church St','1/6/1977 0:00:00','','12/12/2003 0:00:00','OC','',39.950564013795,-75.1424551783176
'888059106','103','07','','3','','Church','St','103-07 Church St','1/6/1977 0:00:00','','12/12/2003 0:00:00','OC','',39.950564013795,-75.1424551783176
'888059108','103','07','','4','','Church','St','103-07 Church St','1/6/1977 0:00:00','','12/12/2003 0:00:00','OC','',39.950564013795,-75.1424551783176
'888059110','103','07','','5','','Church','St','103-07 Church St','1/6/1977 0:00:00','','12/12/2003 0:00:00','OC','',39.950564013795,-75.1424551783176
'888059112','103','07','','6','','Church','St','103-07 Church St','1/6/1977 0:00:00','','12/12/2003 0:00:00','OC','',39.950564013795,-75.1424551783176
'888059114','103','07','','7','','Church','St','103-07 Church St','1/6/1977 0:00:00','','12/12/2003 0:00:00','OC','',39.950564013795,-75.1424551783176
'888059116','103','07','','8','','Church','St','103-07 Church St','1/6/1977 0:00:00','','12/12/2003 0:00:00','OC','',39.950564013795,-75.1424551783176
'888059118','103','07','','9','','Church','St','103-07 Church St','1/6/1977 0:00:00','','12/12/2003 0:00:00','OC','',39.950564013795,-75.1424551783176
'888070180','237','47','','719','S','18th','St','237-47 S 18th St','','','2/8/1995 0:00:00','RF','',39.9485596676238,-75.1706568242017
'888082016','237','47','','7B1','S','18th','St','237-47 S 18th St','','','2/8/1995 0:00:00','RF','',39.9485596676238,-75.1706568242017
'888070240','237','47','','9B1','S','18th','St','237-47 S 18th St','','','2/8/1995 0:00:00','RF','',39.9485596676238,-75.1706568242017
'888082017','237','47','','11B1','S','18th','St','237-47 S 18th St','','','2/8/1995 0:00:00','RF','',39.9485596676238,-75.1706568242017
'888082008','237','47','','14B1','S','18th','St','237-47 S 18th St','','','2/8/1995 0:00:00','RF','',39.9485596676238,-75.1706568242017
'888082021','237','47','','17AX','S','18th','St','237-47 S 18th St','','','2/8/1995 0:00:00','RF','',39.9485596676238,-75.1706568242017
'888082046','237','47','','17B1','S','18th','St','237-47 S 18th St','','','2/8/1995 0:00:00','RF','',39.9485596676238,-75.1706568242017
'888082010','237','47','','18B1','S','18th','St','237-47 S 18th St','','','2/8/1995 0:00:00','RF','',39.9485596676238,-75.1706568242017
'888082022','237','47','','19A1','S','18th','St','237-47 S 18th St','','','2/8/1995 0:00:00','RF','',39.9485596676238,-75.1706568242017
'888082020','237','47','','19AX','S','18th','St','237-47 S 18th St','','','2/8/1995 0:00:00','RF','',39.9485596676238,-75.1706568242017
'888070762','237','47','','2FHU','S','18th','St','237-47 S 18th St','','','2/8/1995 0:00:00','RF','',39.9485596676238,-75.1706568242017
'888070360','237','47','','13CLO','S','18th','St','237-47 S 18th St','','','2/8/1995 0:00:00','RF','',39.9485596676238,-75.1706568242017
'888070740','237','47','','BASMT','S','18th','St','237-47 S 18th St','','','2/8/1995 0:00:00','RF','',39.9485596676238,-75.1706568242017
'888070750','237','47','','HOTEL1F','S','18th','St','237-47 S 18th St','','','2/8/1995 0:00:00','RF','',39.9485596676238,-75.1706568242017
'888092502','219','29','','101','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092504','219','29','','102','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092506','219','29','','103','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888150364','2229','','','4','','Green','St','2229 Green St','12/6/1979 0:00:00','','10/11/2000 0:00:00','SG','',39.9658709128576,-75.175485258942
'888150365','2229','','','5','','Green','St','2229 Green St','12/6/1979 0:00:00','','10/11/2000 0:00:00','SG','',39.9658709128576,-75.175485258942
'888152430','2229','','','P1','','Green','St','2229 Green St','12/6/1979 0:00:00','','10/11/2000 0:00:00','SG','',39.9658709128576,-75.175485258942
'888152431','2229','','','P2','','Green','St','2229 Green St','12/6/1979 0:00:00','','10/11/2000 0:00:00','SG','',39.9658709128576,-75.175485258942
'888152432','2229','','','P3','','Green','St','2229 Green St','12/6/1979 0:00:00','','10/11/2000 0:00:00','SG','',39.9658709128576,-75.175485258942
'888152433','2229','','','P4','','Green','St','2229 Green St','12/6/1979 0:00:00','','10/11/2000 0:00:00','SG','',39.9658709128576,-75.175485258942
'888152434','2229','','','P5','','Green','St','2229 Green St','12/6/1979 0:00:00','','10/11/2000 0:00:00','SG','',39.9658709128576,-75.175485258942
'888152362','2231','','','2','','Green','St','2231 Green St','12/6/1979 0:00:00','','10/11/2000 0:00:00','SG','',39.9658811451106,-75.1755740989027
'888152363','2231','','','3','','Green','St','2231 Green St','12/6/1979 0:00:00','','10/11/2000 0:00:00','SG','',39.9658811451106,-75.1755740989027
'888152364','2231','','','4','','Green','St','2231 Green St','12/6/1979 0:00:00','','10/11/2000 0:00:00','SG','',39.9658811451106,-75.1755740989027
'888152365','2231','','','5','','Green','St','2231 Green St','12/6/1979 0:00:00','','10/11/2000 0:00:00','SG','',39.9658811451106,-75.1755740989027
'888153832','2232','','','1F','','Green','St','2232 Green St','12/5/1974 0:00:00','','10/11/2000 0:00:00','SG','',39.9653293458715,-75.1757056515479
'888153834','2232','','','1R','','Green','St','2232 Green St','12/5/1974 0:00:00','','10/11/2000 0:00:00','SG','',39.9653293458715,-75.1757056515479
'888153836','2232','','','2F','','Green','St','2232 Green St','12/5/1974 0:00:00','','10/11/2000 0:00:00','SG','',39.9653293458715,-75.1757056515479
'888153838','2232','','','2R','','Green','St','2232 Green St','12/5/1974 0:00:00','','10/11/2000 0:00:00','SG','',39.9653293458715,-75.1757056515479
'888089456','1725','','','1','','Delancey','Pl','1725 Delancey Pl','','','2/8/1995 0:00:00','RF','',39.9471391806971,-75.1707499932624
'888036770','2018','','','PH','','Delancey','Pl','2018 Delancey Pl','1/6/1972 0:00:00','','2/8/1995 0:00:00','RF','',39.9473608432267,-75.1756049543085
'888092868','219','29','','1217','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092870','219','29','','1218','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092872','219','29','','1219','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092874','219','29','','1220','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092876','219','29','','1221','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092878','219','29','','1222','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092880','219','29','','1223','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092882','219','29','','1224','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092922','219','29','','1424','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092924','219','29','','1501','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092926','219','29','','1502','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092928','219','29','','1503','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092930','219','29','','1504','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092932','219','29','','1505','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092934','219','29','','1506','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092936','219','29','','1508','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092938','219','29','','1510','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092940','219','29','','1512','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888060192','7','','','145','N','Chris Columbus','Blv','7 N Chris Columbus Blv','','','12/12/2003 0:00:00','OC','',39.9509731848867,-75.1408836679712
'888060196','7','','','147','N','Chris Columbus','Blv','7 N Chris Columbus Blv','','','12/12/2003 0:00:00','OC','',39.9509731848867,-75.1408836679712
'888092942','219','29','','1514','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092944','219','29','','1515','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092946','219','29','','1516','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092948','219','29','','1517','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092950','219','29','','1518','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092952','219','29','','1519','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092954','219','29','','1520','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092956','219','29','','1521','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092958','219','29','','1522','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092960','219','29','','1523','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092962','219','29','','1524','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092964','219','29','','1601','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092966','219','29','','1602','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092968','219','29','','1603','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092970','219','29','','1604','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888092972','219','29','','1605','S','18th','St','219-29 S 18th St','','','2/8/1995 0:00:00','RF','',39.9492547262506,-75.1704234819002
'888036748','2018','','','1A1B','','Delancey','Pl','2018 Delancey Pl','1/6/1972 0:00:00','','2/8/1995 0:00:00','RF','',39.9473608432267,-75.1756049543085
'888108653','2217','19','','2','','Delancey','Pl','2217-19 Delancey Pl','9/12/1974 0:00:00','','2/8/1995 0:00:00','RF','',39.9482418261308,-75.1786402132728
'888108655','2217','19','','3','','Delancey','Pl','2217-19 Delancey Pl','9/12/1974 0:00:00','','2/8/1995 0:00:00','RF','',39.9482418261308,-75.1786402132728
'888108657','2217','19','','4','','Delancey','Pl','2217-19 Delancey Pl','9/12/1974 0:00:00','','2/8/1995 0:00:00','RF','',39.9482418261308,-75.1786402132728
'888108659','2217','19','','5','','Delancey','Pl','2217-19 Delancey Pl','9/12/1974 0:00:00','','2/8/1995 0:00:00','RF','',39.9482418261308,-75.1786402132728
'888108661','2217','19','','6','','Delancey','Pl','2217-19 Delancey Pl','9/12/1974 0:00:00','','2/8/1995 0:00:00','RF','',39.9482418261308,-75.1786402132728
'321038520','1626','','','B','','Diamond','St','1626 Diamond St','','','1/29/1986 0:00:00','DS','',39.9850356509007,-75.16088524403
'321038525','1626','','','C','','Diamond','St','1626 Diamond St','','','1/29/1986 0:00:00','DS','',39.9850356509007,-75.16088524403
'888112502','2101','17','','B','','Chestnut','St','2101-17 Chestnut St','','','2/8/1995 0:00:00','RF','',39.9526127108693,-75.1757699457687
'888112504','2101','17','','C','','Chestnut','St','2101-17 Chestnut St','','','2/8/1995 0:00:00','RF','',39.9526127108693,-75.1757699457687
'888112506','2101','17','','D','','Chestnut','St','2101-17 Chestnut St','','','2/8/1995 0:00:00','RF','',39.9526127108693,-75.1757699457687
'888112508','2101','17','','E','','Chestnut','St','2101-17 Chestnut St','','','2/8/1995 0:00:00','RF','',39.9526127108693,-75.1757699457687
'888112510','2101','17','','F','','Chestnut','St','2101-17 Chestnut St','','','2/8/1995 0:00:00','RF','',39.9526127108693,-75.1757699457687
'888112512','2101','17','','G','','Chestnut','St','2101-17 Chestnut St','','','2/8/1995 0:00:00','RF','',39.9526127108693,-75.1757699457687
'056239410','317','','','0000000','N','Randolph','St','317 N Randolph St','','','12/12/2003 0:00:00','OC','',39.9565910904819,-75.1485760745553
'771212010','267','','','0000000','S','05th','St','267 S 05th St','','','3/10/1999 0:00:00','SH','',39.9456722592239,-75.1493259100094
'051154110','505','','','0000000','','Cypress','St','505 Cypress St','','','3/10/1999 0:00:00','SH','',39.9448117434687,-75.1503757327083
'051154115','507','','','0000000','','Cypress','St','507 Cypress St','','','3/10/1999 0:00:00','SH','',39.944821510397,-75.1504431517047
'051173115','502','','2','0000000','','Delancey','St','502 1/2 Delancey St','','','3/10/1999 0:00:00','SH','',39.9441486833275,-75.1505652263204
'888055072','525','','2','10','','Spruce','St','525 1/2 Spruce St','','','3/10/1999 0:00:00','SH','',39.9459227236972,-75.1506829034466
'051105660','321','','R','0000000','S','06th','St','321R S 06th St','6/24/1970 0:00:00','','3/10/1999 0:00:00','SH','',39.944598141274,-75.1513722461301
'051105655','321','','R','A','S','06th','St','321R S 06th St','6/24/1970 0:00:00','','3/10/1999 0:00:00','SH','',39.944598141274,-75.1513722461301
'053102510','318','','','0000000','S','07th','St','318 S 07th St','','','3/10/1999 0:00:00','SH','',39.9444344095526,-75.1536013781356
'888049158','715','','','3','','Pine','St','715 Pine St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.944535367699,-75.154179107062
'888049160','715','','','4','','Pine','St','715 Pine St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.944535367699,-75.154179107062
'888049162','715','','','5','','Pine','St','715 Pine St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.944535367699,-75.154179107062
'888035596','736','38','','B','','Pine','St','736-38 Pine St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9440561383678,-75.1549680988669
'888035598','736','38','','C','','Pine','St','736-38 Pine St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9440561383678,-75.1549680988669
'888035600','736','38','','D','','Pine','St','736-38 Pine St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9440561383678,-75.1549680988669
'888035602','736','38','','E','','Pine','St','736-38 Pine St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9440561383678,-75.1549680988669
'888035604','736','38','','F','','Pine','St','736-38 Pine St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9440561383678,-75.1549680988669
'888083370','2018','32','','5H','','Walnut','St','2018-32 Walnut St','','','2/8/1995 0:00:00','RF','',39.950317940801,-75.1750861320266
'888083371','2018','32','','5J','','Walnut','St','2018-32 Walnut St','','','2/8/1995 0:00:00','RF','',39.950317940801,-75.1750861320266
'888083372','2018','32','','5K','','Walnut','St','2018-32 Walnut St','','','2/8/1995 0:00:00','RF','',39.950317940801,-75.1750861320266
'888083373','2018','32','','5L','','Walnut','St','2018-32 Walnut St','','','2/8/1995 0:00:00','RF','',39.950317940801,-75.1750861320266
'888083374','2018','32','','5M','','Walnut','St','2018-32 Walnut St','','','2/8/1995 0:00:00','RF','',39.950317940801,-75.1750861320266
'888083375','2018','32','','6A','','Walnut','St','2018-32 Walnut St','','','2/8/1995 0:00:00','RF','',39.950317940801,-75.1750861320266
'888083376','2018','32','','6B','','Walnut','St','2018-32 Walnut St','','','2/8/1995 0:00:00','RF','',39.950317940801,-75.1750861320266
'888083377','2018','32','','6C','','Walnut','St','2018-32 Walnut St','','','2/8/1995 0:00:00','RF','',39.950317940801,-75.1750861320266
'888083378','2018','32','','6D','','Walnut','St','2018-32 Walnut St','','','2/8/1995 0:00:00','RF','',39.950317940801,-75.1750861320266
'888083379','2018','32','','6E','','Walnut','St','2018-32 Walnut St','','','2/8/1995 0:00:00','RF','',39.950317940801,-75.1750861320266
'888083380','2018','32','','6F','','Walnut','St','2018-32 Walnut St','','','2/8/1995 0:00:00','RF','',39.950317940801,-75.1750861320266
'888083381','2018','32','','6G','','Walnut','St','2018-32 Walnut St','','','2/8/1995 0:00:00','RF','',39.950317940801,-75.1750861320266
'888110478','1001','13','','202W','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110480','1001','13','','203W','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110482','1001','13','','204W','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110484','1001','13','','205W','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110486','1001','13','','206W','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110488','1001','13','','207W','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110408','1001','13','','301E','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110490','1001','13','','301W','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110410','1001','13','','302E','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110492','1001','13','','302W','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110412','1001','13','','303E','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110494','1001','13','','303W','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110414','1001','13','','304E','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110496','1001','13','','304W','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110416','1001','13','','305E','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110498','1001','13','','305W','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110418','1001','13','','306E','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110500','1001','13','','306W','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110420','1001','13','','307E','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110422','1001','13','','401E','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110502','1001','13','','401W','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110424','1001','13','','402E','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110504','1001','13','','402W','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888110426','1001','13','','403E','','Chestnut','St','1001-13 Chestnut St','10/5/1972 0:00:00','','','','',39.9503980518741,-75.1573057875096
'888061520','3','','','TD406','N','Chris Columbus','Blv','3 N Chris Columbus Blv','','','12/12/2003 0:00:00','OC','',39.9502815527161,-75.1401787177062
'888061524','3','','','TD407','N','Chris Columbus','Blv','3 N Chris Columbus Blv','','','12/12/2003 0:00:00','OC','',39.9502815527161,-75.1401787177062
'888116392','1600','18','','1512','','Arch','St','1600-18 Arch St','9/7/1978 0:00:00','','','','',39.9545794763524,-75.1669918071635
'888050188','12','16','','203','','Letitia','St','12-16 Letitia St','10/7/1976 0:00:00','','12/12/2003 0:00:00','OC','',39.9493682133271,-75.1432504063134
'888061528','3','','','TD408','N','Chris Columbus','Blv','3 N Chris Columbus Blv','','','12/12/2003 0:00:00','OC','',39.9502815527161,-75.1401787177062
'888116394','1600','18','','1513','','Arch','St','1600-18 Arch St','9/7/1978 0:00:00','','','','',39.9545794763524,-75.1669918071635
'888061532','3','','','TD409','N','Chris Columbus','Blv','3 N Chris Columbus Blv','','','12/12/2003 0:00:00','OC','',39.9502815527161,-75.1401787177062
