"Parcel","HouseNum","Ext","Rear","Unit","Dir","Street","Des","Loc","I Desig Date1","I Desig Date2","D Desig Date","District","Int Desig Date"
"344163100","6450",,,"0000000",,"Sherwood","Rd","6450 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344163200","6456",,,"0000000",,"Sherwood","Rd","6456 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344163300","6460",,,"0000000",,"Sherwood","Rd","6460 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344163400","6482",,,"0000000",,"Sherwood","Rd","6482 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344163500","6492",,,"0000000",,"Sherwood","Rd","6492 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344169100","6401",,,"0000000",,"Sherwood","Rd","6401 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344169200","6415",,,"0000000",,"Sherwood","Rd","6415 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344169300","6419",,,"0000000",,"Sherwood","Rd","6419 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344169400","6427",,,"0000000",,"Sherwood","Rd","6427 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344169500","6429",,,"0000000",,"Sherwood","Rd","6429 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344169600","6433",,,"0000000",,"Sherwood","Rd","6433 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344169800","6437",,,"0000000",,"Sherwood","Rd","6437 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344169900","6441",,,"0000000",,"Sherwood","Rd","6441 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344170000","6451",,,"0000000",,"Sherwood","Rd","6451 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344170100","6463",,,"0000000",,"Sherwood","Rd","6463 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344170300","6491",,,"0000000",,"Sherwood","Rd","6491 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"342136300","2018",,,"0000000",,"Upland","Way","2018 Upland Way",,,12/9/2011 0:00:00,"OF",
"342136500","2030",,,"0000000",,"Upland","Way","2030 Upland Way",,,12/9/2011 0:00:00,"OF",
"342136600","2034",,,"0000000",,"Upland","Way","2034 Upland Way",,,12/9/2011 0:00:00,"OF",
"881125555","2048",,,"0000000",,"Upland","Way","2048 Upland Way",,,12/9/2011 0:00:00,"OF",
"522011500","2001",,,"0000000",,"Upland","Way","2001 Upland Way",,,12/9/2011 0:00:00,"OF",
"522011700","2013",,,"0000000",,"Upland","Way","2013 Upland Way",,,12/9/2011 0:00:00,"OF",
"522011900","2025",,,"0000000",,"Upland","Way","2025 Upland Way",,,12/9/2011 0:00:00,"OF",
"522012000","2027",,,"0000000",,"Upland","Way","2027 Upland Way",,,12/9/2011 0:00:00,"OF",
"522012100","2037",,,"0000000",,"Upland","Way","2037 Upland Way",,,12/9/2011 0:00:00,"OF",
"522012300","2049",,,"0000000",,"Upland","Way","2049 Upland Way",,,12/9/2011 0:00:00,"OF",
"522173600","5800",,,"0000000",,"Woodbine","Ave","5800 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"522173900","5806",,,"0000000",,"Woodbine","Ave","5806 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"522174000","5808",,,"0000000",,"Woodbine","Ave","5808 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"522174100","5816",,,"0000000",,"Woodbine","Ave","5816 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"522174200","5826",,,"0000000",,"Woodbine","Ave","5826 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"522174300","5836",,,"0000000",,"Woodbine","Ave","5836 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"522174400","5846",,,"0000000",,"Woodbine","Ave","5846 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"522174500","5850",,,"0000000",,"Woodbine","Ave","5850 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"522174600","5860",,,"0000000",,"Woodbine","Ave","5860 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"522174800","5864",,,"0000000",,"Woodbine","Ave","5864 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"522174900","5898",,,"0000000",,"Woodbine","Ave","5898 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"522181225","5801",,,"0000000",,"Woodbine","Ave","5801 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"522181230","5809",,,"0000000",,"Woodbine","Ave","5809 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"522181235","5813",,,"0000000",,"Woodbine","Ave","5813 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"522181300","5821",,,"0000000",,"Woodbine","Ave","5821 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"522181400","5829",,,"0000000",,"Woodbine","Ave","5829 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"522181500","5839",,,"0000000",,"Woodbine","Ave","5839 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"522181600","5843",,,"0000000",,"Woodbine","Ave","5843 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"773566000","3600","90",,"0000000",,"Walnut","St","3600-90 Walnut St",2/27/1975 0:00:00,,,,
"881079260","4",,,"0000000",,"Leverington","Ave","4 Leverington Ave",,,12/14/1983 0:00:00,"MAN",
"774125000","6388",,,"0000000",,"City","Ave","6388 City Ave",,,12/9/2011 0:00:00,"OF",
"344186705","6414",,,"0000000",,"City","Ave","6414 City Ave",,,12/9/2011 0:00:00,"OF",
"344186900","6420",,,"0000000",,"City","Ave","6420 City Ave",,,12/9/2011 0:00:00,"OF",
"344187110","6424","30",,"0000000",,"City","Ave","6424-30 City Ave",,,12/9/2011 0:00:00,"OF",
"522191505","5814",,,"0000000",,"Drexel","Rd","5814 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522191600","5818",,,"0000000",,"Drexel","Rd","5818 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522191700","5822",,,"0000000",,"Drexel","Rd","5822 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522191800","5826",,,"0000000",,"Drexel","Rd","5826 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522201810","5956",,,"0000000",,"Overbrook","Ave","5956 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522202905","5967",,,"0000000",,"Overbrook","Ave","5967 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"342142200","6038",,,"0000000",,"Overbrook","Ave","6038 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"344160700","6302",,,"0000000",,"Sherwood","Rd","6302 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344162300","6386",,,"0000000",,"Sherwood","Rd","6386 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344258705","1830",,,"0000000","N","64th","St","1830 N 64th St",,,12/9/2011 0:00:00,"OF",
"774331000","6300",,,"0000000",,"Woodbine","Ave","6300 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"774332000","6301",,,"0000000",,"Woodbine","Ave","6301 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"344126900","6366",,,"0000000",,"Woodbine","Ave","6366 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"522191805","5830",,,"0000000",,"Drexel","Rd","5830 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522191900","5850",,,"0000000",,"Drexel","Rd","5850 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"774132000","5854",,,"0000000",,"Drexel","Rd","5854 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522192100","5870",,,"0000000",,"Drexel","Rd","5870 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522257750","2333","41",,"0000000","N","59th","St","2333-41 N 59th St",,,12/9/2011 0:00:00,"OF",
"522196400","5811",,,"0000000",,"Drexel","Rd","5811 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522196500","5819",,,"0000000",,"Drexel","Rd","5819 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522196600","5831",,,"0000000",,"Drexel","Rd","5831 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522196700","5841",,,"0000000",,"Drexel","Rd","5841 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522196800","5855",,,"0000000",,"Drexel","Rd","5855 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"774133000","5871",,,"0000000",,"Drexel","Rd","5871 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"774653000","5900",,,"0000000",,"Drexel","Rd","5900 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522192400","5918",,,"0000000",,"Drexel","Rd","5918 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522192500","5930",,,"0000000",,"Drexel","Rd","5930 Drexel Rd",12/5/1974 0:00:00,,12/9/2011 0:00:00,"OF",
"522192600","5944",,,"0000000",,"Drexel","Rd","5944 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522192700","5950",,,"0000000",,"Drexel","Rd","5950 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522192800","5960",,,"0000000",,"Drexel","Rd","5960 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522192900","5970",,,"0000000",,"Drexel","Rd","5970 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522197000","5901",,,"0000000",,"Drexel","Rd","5901 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522197100","5917",,,"0000000",,"Drexel","Rd","5917 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522197200","5927",,,"0000000",,"Drexel","Rd","5927 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"881125550","5939",,,"0000000",,"Drexel","Rd","5939 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522197400","5953",,,"0000000",,"Drexel","Rd","5953 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522197500","5961",,,"0000000",,"Drexel","Rd","5961 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522197600","5971",,,"0000000",,"Drexel","Rd","5971 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"522197700","5979",,,"0000000",,"Drexel","Rd","5979 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"881125560","6012",,,"0000000",,"Drexel","Rd","6012 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"342138700","6026",,,"0000000",,"Drexel","Rd","6026 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"774572000","6030",,,"0000000",,"Drexel","Rd","6030 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"774572100","6032","40",,"0000000",,"Drexel","Rd","6032-40 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"342139100","6064",,,"0000000",,"Drexel","Rd","6064 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"342139300","6068",,,"0000000",,"Drexel","Rd","6068 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"342139500","6072",,,"0000000",,"Drexel","Rd","6072 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"774134000","6076",,,"0000000",,"Drexel","Rd","6076 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"342139900","6080",,,"0000000",,"Drexel","Rd","6080 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"342140100","6084",,,"0000000",,"Drexel","Rd","6084 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"881125520","6090",,,"0000000",,"Drexel","Rd","6090 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"342140500","6092",,,"0000000",,"Drexel","Rd","6092 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"342140800","6001",,,"0000000",,"Drexel","Rd","6001 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"342140900","6023",,,"0000000",,"Drexel","Rd","6023 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"342141000","6027",,,"0000000",,"Drexel","Rd","6027 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"342368200","2051",,,"0000000","N","63rd","St","2051 N 63rd St",,,12/9/2011 0:00:00,"OF",
"342368500","2057",,,"0000000","N","63rd","St","2057 N 63rd St",,,12/9/2011 0:00:00,"OF",
"342368700","2061",,,"0000000","N","63rd","St","2061 N 63rd St",,,12/9/2011 0:00:00,"OF",
"342368900","2065",,,"0000000","N","63rd","St","2065 N 63rd St",,,12/9/2011 0:00:00,"OF",
"342369100","2069",,,"0000000","N","63rd","St","2069 N 63rd St",,,12/9/2011 0:00:00,"OF",
"342369300","2073",,,"0000000","N","63rd","St","2073 N 63rd St",,,12/9/2011 0:00:00,"OF",
"522201400","5900",,,"0000000",,"Overbrook","Ave","5900 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522201501","5914",,,"0000000",,"Overbrook","Ave","5914 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522201600","5926",,,"0000000",,"Overbrook","Ave","5926 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522201700","5932",,,"0000000",,"Overbrook","Ave","5932 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522201800","5940",,,"0000000",,"Overbrook","Ave","5940 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"344168300","6345",,,"0000000",,"Sherwood","Rd","6345 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344168400","6357",,,"0000000",,"Sherwood","Rd","6357 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344162700","6420",,,"0000000",,"Sherwood","Rd","6420 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344162800","6426",,,"0000000",,"Sherwood","Rd","6426 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"344162900","6436",,,"0000000",,"Sherwood","Rd","6436 Sherwood Rd",,,12/9/2011 0:00:00,"OF",
"342141100","6041",,,"0000000",,"Drexel","Rd","6041 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"774573000","6055","63",,"0000000",,"Drexel","Rd","6055-63 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"774573000","6055","63",,"0000000",,"Drexel","Rd","6055-63 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344139850","6300",,,"0000000",,"Drexel","Rd","6300 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344139900","6308",,,"0000000",,"Drexel","Rd","6308 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344140100","6320",,,"0000000",,"Drexel","Rd","6320 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344140200","6326",,,"0000000",,"Drexel","Rd","6326 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344140400","6338",,,"0000000",,"Drexel","Rd","6338 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344140600","6352",,,"0000000",,"Drexel","Rd","6352 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344140800","6368",,,"0000000",,"Drexel","Rd","6368 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344141000","6380",,,"0000000",,"Drexel","Rd","6380 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344141200","6390",,,"0000000",,"Drexel","Rd","6390 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344141300","6394",,,"0000000",,"Drexel","Rd","6394 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"774137000","6398",,,"0000000",,"Drexel","Rd","6398 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"774136000","6301",,,"0000000",,"Drexel","Rd","6301 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344145400","6313",,,"0000000",,"Drexel","Rd","6313 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344145500","6327",,,"0000000",,"Drexel","Rd","6327 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344145600","6333",,,"0000000",,"Drexel","Rd","6333 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344145800","6341",,,"0000000",,"Drexel","Rd","6341 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344146000","6349",,,"0000000",,"Drexel","Rd","6349 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344146100","6355",,,"0000000",,"Drexel","Rd","6355 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344146200","6361",,,"0000000",,"Drexel","Rd","6361 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344146400","6371",,,"0000000",,"Drexel","Rd","6371 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344146500","6379",,,"0000000",,"Drexel","Rd","6379 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344146700","6387",,,"0000000",,"Drexel","Rd","6387 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344146800","6391",,,"0000000",,"Drexel","Rd","6391 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"774574000","6399",,,"0000000",,"Drexel","Rd","6399 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344141600","6400",,,"0000000",,"Drexel","Rd","6400 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344141700","6420",,,"0000000",,"Drexel","Rd","6420 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344141900","6432",,,"0000000",,"Drexel","Rd","6432 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344142000","6436",,,"0000000",,"Drexel","Rd","6436 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344141800","6426",,,"0000000",,"Drexel","Rd","6426 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344142100","6446",,,"0000000",,"Drexel","Rd","6446 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344142200","6460",,,"0000000",,"Drexel","Rd","6460 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344142300","6470",,,"0000000",,"Drexel","Rd","6470 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344142410","6482","92",,"0000000",,"Drexel","Rd","6482-92 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344147000","6401",,,"0000000",,"Drexel","Rd","6401 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344147100","6411",,,"0000000",,"Drexel","Rd","6411 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344147200","6419",,,"0000000",,"Drexel","Rd","6419 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344147300","6425",,,"0000000",,"Drexel","Rd","6425 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344147400","6429",,,"0000000",,"Drexel","Rd","6429 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344147600","6445",,,"0000000",,"Drexel","Rd","6445 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344147800","6463",,,"0000000",,"Drexel","Rd","6463 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344147900","6473",,,"0000000",,"Drexel","Rd","6473 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"344148000","6491",,,"0000000",,"Drexel","Rd","6491 Drexel Rd",,,12/9/2011 0:00:00,"OF",
"881126100","6358",,,"0000000",,"Lancaster","Ave","6358 Lancaster Ave",,,12/9/2011 0:00:00,"OF",
"344189300","6378",,,"0000000",,"Lancaster","Ave","6378 Lancaster Ave",,,12/9/2011 0:00:00,"OF",
"774332000","6301",,,"0000000",,"Woodbine","Ave","6301 Woodbine Ave",,,12/9/2011 0:00:00,"OF",
"344189600","6319",,,"0000000",,"Lancaster","Ave","6319 Lancaster Ave",,,12/9/2011 0:00:00,"OF",
"344189800","6323",,,"0000000",,"Lancaster","Ave","6323 Lancaster Ave",,,12/9/2011 0:00:00,"OF",
"344190000","6327",,,"0000000",,"Lancaster","Ave","6327 Lancaster Ave",,,12/9/2011 0:00:00,"OF",
"774221600","6331",,,"0000000",,"Lancaster","Ave","6331 Lancaster Ave",,,12/9/2011 0:00:00,"OF",
"344190200","6345",,,"0000000",,"Lancaster","Ave","6345 Lancaster Ave",,,12/9/2011 0:00:00,"OF",
"881126110","6351","55",,"0000000",,"Lancaster","Ave","6351-55 Lancaster Ave",,,12/9/2011 0:00:00,"OF",
"344190400","6357",,,"0000000",,"Lancaster","Ave","6357 Lancaster Ave",,,12/9/2011 0:00:00,"OF",
"344190550","6359",,,"0000000",,"Lancaster","Ave","6359 Lancaster Ave",,,12/9/2011 0:00:00,"OF",
"774275000","6324",,,"0000000",,"Overbrook","Ave","6324 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"774223000","6375",,,"0000000",,"Lancaster","Ave","6375 Lancaster Ave",,,12/9/2011 0:00:00,"OF",
"522226220","2330",,,"0000000","N","58th","St","2330 N 58th St",,,12/9/2011 0:00:00,"OF",
"522257500","2325",,,"0000000","N","59th","St","2325 N 59th St",,,12/9/2011 0:00:00,"OF",
"522258100","2345",,,"0000000","N","59th","St","2345 N 59th St",,,12/9/2011 0:00:00,"OF",
"344203600","2030",,,"0000000","N","63rd","St","2030 N 63rd St",,,12/9/2011 0:00:00,"OF",
"344203800","2040",,,"0000000","N","63rd","St","2040 N 63rd St",,,12/9/2011 0:00:00,"OF",
"344204000","2044",,,"0000000","N","63rd","St","2044 N 63rd St",,,12/9/2011 0:00:00,"OF",
"344204200","2048",,,"0000000","N","63rd","St","2048 N 63rd St",,,12/9/2011 0:00:00,"OF",
"344204400","2054",,,"0000000","N","63rd","St","2054 N 63rd St",,,12/9/2011 0:00:00,"OF",
"344204600","2058",,,"0000000","N","63rd","St","2058 N 63rd St",,,12/9/2011 0:00:00,"OF",
"344205000","2080",,,"0000000","N","63rd","St","2080 N 63rd St",,,12/9/2011 0:00:00,"OF",
"342367600","2037",,,"0000000","N","63rd","St","2037 N 63rd St",,,12/9/2011 0:00:00,"OF",
"342367800","2041",,,"0000000","N","63rd","St","2041 N 63rd St",,,12/9/2011 0:00:00,"OF",
"342368000","2047",,,"0000000","N","63rd","St","2047 N 63rd St",,,12/9/2011 0:00:00,"OF",
"883382660","2079","85",,"0000000","N","63rd","St","2079-85 N 63rd St",,,12/9/2011 0:00:00,"OF",
"884463990","2095","97",,"0000000","N","63rd","St","2095-97 N 63rd St",,,12/9/2011 0:00:00,"OF",
"342369700","2099",,,"0000000","N","63rd","St","2099 N 63rd St",,,12/9/2011 0:00:00,"OF",
"881128200","2120","34",,"0000000","N","63rd","St","2120-34 N 63rd St",,,12/9/2011 0:00:00,"OF",
"881128100","2115",,,"0000000","N","63rd","St","2115 N 63rd St",,,12/9/2011 0:00:00,"OF",
"871156350","2117",,,"0000000","N","63rd","St","2117 N 63rd St",,,12/9/2011 0:00:00,"OF",
"871156400","2119",,,"0000000","N","63rd","St","2119 N 63rd St",,,12/9/2011 0:00:00,"OF",
"871156450","2121",,,"0000000","N","63rd","St","2121 N 63rd St",,,12/9/2011 0:00:00,"OF",
"871156500","2123",,,"0000000","N","63rd","St","2123 N 63rd St",,,12/9/2011 0:00:00,"OF",
"871279850","2125",,,"0000000","N","63rd","St","2125 N 63rd St",,,12/9/2011 0:00:00,"OF",
"342370600","2135",,,"0000000","N","63rd","St","2135 N 63rd St",,,12/9/2011 0:00:00,"OF",
"774271000","5800",,,"0000000",,"Overbrook","Ave","5800 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"774272000","5820",,,"0000000",,"Overbrook","Ave","5820 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522200710","5830",,,"0000000",,"Overbrook","Ave","5830 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"774273000","5834","36",,"0000000",,"Overbrook","Ave","5834-36 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522200900","5840",,,"0000000",,"Overbrook","Ave","5840 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522201000","5844",,,"0000000",,"Overbrook","Ave","5844 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522201100","5854",,,"0000000",,"Overbrook","Ave","5854 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522201200","5870",,,"0000000",,"Overbrook","Ave","5870 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522201300","5880",,,"0000000",,"Overbrook","Ave","5880 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522202101","5841",,,"0000000",,"Overbrook","Ave","5841 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522202200","5849",,,"0000000",,"Overbrook","Ave","5849 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522202300","5859",,,"0000000",,"Overbrook","Ave","5859 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522202400","5869",,,"0000000",,"Overbrook","Ave","5869 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522201805","5950",,,"0000000",,"Overbrook","Ave","5950 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522202405","5901",,,"0000000",,"Overbrook","Ave","5901 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522202500","5911",,,"0000000",,"Overbrook","Ave","5911 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522202600","5921",,,"0000000",,"Overbrook","Ave","5921 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522202700","5937",,,"0000000",,"Overbrook","Ave","5937 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522202800","5951",,,"0000000",,"Overbrook","Ave","5951 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522202900","5965",,,"0000000",,"Overbrook","Ave","5965 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"342141900","6000",,,"0000000",,"Overbrook","Ave","6000 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"774579000","6020",,,"0000000",,"Overbrook","Ave","6020 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"774579200","6030",,,"0000000",,"Overbrook","Ave","6030 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522202910","6005",,,"0000000",,"Overbrook","Ave","6005 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522203000","6015",,,"0000000",,"Overbrook","Ave","6015 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522203100","6025",,,"0000000",,"Overbrook","Ave","6025 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"522203200","6037",,,"0000000",,"Overbrook","Ave","6037 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"344173800","6300",,,"0000000",,"Overbrook","Ave","6300 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"344173900","6304",,,"0000000",,"Overbrook","Ave","6304 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"344174100","6312",,,"0000000",,"Overbrook","Ave","6312 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"344174300","6320",,,"0000000",,"Overbrook","Ave","6320 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"344174600","6362",,,"0000000",,"Overbrook","Ave","6362 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"344174700","6370",,,"0000000",,"Overbrook","Ave","6370 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"344174800","6374",,,"0000000",,"Overbrook","Ave","6374 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"344174900","6376",,,"0000000",,"Overbrook","Ave","6376 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"344175000","6378",,,"0000000",,"Overbrook","Ave","6378 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"344175100","6380",,,"0000000",,"Overbrook","Ave","6380 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"344175300","6386",,,"0000000",,"Overbrook","Ave","6386 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"344175500","6392",,,"0000000",,"Overbrook","Ave","6392 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"344175600","6396",,,"0000000",,"Overbrook","Ave","6396 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
"881125700","6301","15",,"0000000",,"Overbrook","Ave","6301-15 Overbrook Ave",,,12/9/2011 0:00:00,"OF",
